408234,0.333
443558,0.398
444482,0.328
446334,0.405
453568,0.355
455117,0.368
456781,0.385
457705,0.369
457759,0.381
458015,0.376
462101,0.32
467793,0.344
474832,0.528
488726,0.306
493329,0.297
500743,0.27
500871,0.329
502054,0.386
502110,0.518
502671,0.413
506702,0.287
514888,0.437
516416,0.255
516782,0.316
518595,0.348
518626,0.329
518692,0.463
518735,0.319
518792,0.383
518934,0.357
519058,0.361
519203,0.357
519317,0.38
521692,0.375
527038,0.392
541645,0.33
542194,0.356
542208,0.318
542303,0.462
542364,0.3
542583,0.36
542932,0.37
543063,0.296
543068,0.381
543228,0.357
543257,0.359
543281,0.257
543305,0.363
543309,0.387
543333,0.33
543510,0.345
543543,0.286
543592,0.192
543685,0.282
543760,0.377
543807,0.352
543877,0.308
543939,0.246
545121,0.283
545341,0.391
545350,0.368
545361,0.473
547180,0.447
547989,0.342
553869,0.377
553882,0.268
553993,0.4
570482,0.344
570731,0.282
571448,0.367
571466,0.318
571657,0.376
571745,0.347
571771,0.315
571875,0.342
571912,0.365
571970,0.41
571976,0.32
572041,0.257
572138,0.24
572191,0.434
572204,0.388
572228,0.349
572233,0.397
572287,0.402
572761,0.31
572816,0.318
573131,0.327
573262,0.404
575929,0.414
592178,0.33
592192,0.339
592200,0.229
592206,0.441
592273,0.435
592450,0.557
592518,0.375
592626,0.361
592656,0.333
592663,0.406
592669,0.362
592696,0.397
592885,0.412
593160,0.34
593428,0.374
593643,0.301
593871,0.415
594777,0.322
594807,0.481
595281,0.372
595453,0.377
595751,0.265
595777,0.319
595879,0.307
595909,0.333
595956,0.184
595978,0.234
596019,0.388
596059,0.321
596103,0.417
596115,0.338
596117,0.28
596129,0.381
596142,0.403
596146,0.407
596847,0.332
598265,0.201
600301,0.279
600869,0.4
602074,0.32
602104,0.378
605113,0.299
605119,0.376
605131,0.236
605137,0.37
605141,0.45
605170,0.347
605204,0.402
605361,0.443
605612,0.326
606115,0.365
606132,0.334
606192,0.435
606466,0.392
606992,0.292
607043,0.411
607054,0.3
607208,0.399
607461,0.294
607680,0.356
607732,0.279
608070,0.359
608324,0.344
608336,0.512
608348,0.296
608369,0.481
608385,0.276
608596,0.489
608671,0.307
608701,0.315
608841,0.365
609280,0.36
613564,0.368
614173,0.43
614177,0.323
621020,0.381
621028,0.303
621035,0.437
621043,0.353
621433,0.498
621438,0.371
621439,0.41
621466,0.476
621493,0.36
621512,0.158
621545,0.367
621550,0.493
621563,0.282
621566,0.504
622110,0.308
622534,0.329
622569,0.323
622761,0.315
623168,0.3
623205,0.307
623912,0.404
623993,0.409
624413,0.402
624414,0.333
624415,0.367
624424,0.354
624428,0.321
624431,0.26
624503,0.236
624512,0.372
624585,0.437
624641,0.387
628451,0.365
630105,0.321
640449,0.291
640458,0.334
640492,0.342
641313,0.31
641343,0.414
641355,0.414
641432,0.316
641487,0.388
641505,0.378
641511,0.346
641525,0.356
641531,0.313
641584,0.373
641598,0.448
641645,0.314
641658,0.399
641680,0.369
641786,0.297
641796,0.435
641820,0.359
641856,0.379
641857,0.435
641933,0.372
641943,0.354
642086,0.32
642133,0.338
642136,0.339
642137,0.441
642180,0.329
642336,0.347
642350,0.475
642708,0.337
642715,0.367
642731,0.384
642851,0.295
643217,0.313
643265,0.41
643289,0.343
643376,0.38
643393,0.244
643396,0.315
643446,0.311
643565,0.356
644374,0.316
645277,0.4
645302,0.345
645444,0.282
645801,0.462
646240,0.411
647304,0.391
649557,0.3
649966,0.294
650333,0.374
650391,0.378
650402,0.365
650489,0.386
650490,0.439
650559,0.372
650859,0.373
650907,0.446
655316,0.337
656024,0.3
656180,0.454
656248,0.632
656305,0.411
656308,0.392
656413,0.374
656448,0.458
656514,0.278
656537,0.206
656541,0.517
656582,0.383
656669,0.349
656716,0.324
656775,0.359
656811,0.422
656896,0.333
656941,0.434
656976,0.284
657041,0.424
657077,0.346
657136,0.409
657557,0.349
657656,0.366
657757,0.283
658668,0.365
660162,0.426
660271,0.553
660620,0.254
660644,0.222
660670,0.45
660688,0.319
660707,0.455
660757,0.303
660766,0.308
660821,0.419
661388,0.411
662139,0.342
663368,0.354
663457,0.372
663527,0.293
663538,0.327
663550,0.425
663586,0.449
663609,0.349
663611,0.29
663616,0.425
663624,0.4
663630,0.383
663647,0.384
663656,0.393
663697,0.356
663698,0.272
663728,0.415
663743,0.267
663757,0.343
663796,0.309
663837,0.36
663845,0.402
663853,0.38
663886,0.371
663898,0.358
663905,0.221
663993,0.388
664023,0.383
664029,0.278
664034,0.329
664040,0.408
664056,0.299
664057,0.225
664058,0.275
664059,0.313
664238,0.43
664314,0.336
664702,0.288
664728,0.326
664761,0.359
664774,0.363
664874,0.334
664901,0.256
664913,0.37
664954,0.273
664983,0.313
665019,0.356
665120,0.295
665155,0.282
665161,0.354
665487,0.392
665489,0.356
665506,0.405
665742,0.426
665750,0.374
665804,0.345
665828,0.286
665833,0.342
665839,0.414
665862,0.444
665877,0.255
665923,0.329
665926,0.343
666018,0.386
666023,0.401
666134,0.534
666135,0.417
666139,0.451
666149,0.416
666150,0.415
666152,0.185
666160,0.512
666163,0.197
666164,0.212
666165,0.424
666176,0.477
666181,0.503
666182,0.415
666185,0.298
666197,0.318
666198,0.352
666211,0.361
666310,0.401
666397,0.483
666624,0.475
666703,0.468
666801,0.335
666906,0.298
666915,0.508
666969,0.451
666971,0.373
667452,0.339
667472,0.369
667670,0.482
668227,0.396
668472,0.444
668670,0.428
668709,0.317
668715,0.404
668731,0.347
668800,0.386
668804,0.395
668843,0.387
668901,0.357
668904,0.484
668930,0.288
668939,0.362
668942,0.332
669003,0.472
669004,0.387
669016,0.475
669087,0.531
669127,0.376
669134,0.394
669221,0.415
669222,0.353
669224,0.364
669242,0.329
669257,0.354
669261,0.45
669289,0.295
669304,0.265
669352,0.265
669357,0.466
669364,0.334
669369,0.264
669392,0.308
669394,0.454
669397,0.263
669477,0.298
669701,0.298
669707,0.456
669720,0.413
669742,0.262
669743,0.271
669911,0.292
670032,0.279
670042,0.477
670097,0.326
670156,0.309
670223,0.299
670242,0.505
670541,0.466
670623,0.391
670712,0.348
670764,0.325
670770,0.383
671056,0.401
671213,0.445
671218,0.316
671221,0.39
671277,0.316
671289,0.32
671732,0.324
671739,0.405
672275,0.362
672284,0.437
672356,0.369
672386,0.294
672478,0.33
672515,0.37
672580,0.35
672695,0.323
672724,0.279
672779,0.299
672820,0.304
673237,0.425
673357,0.488
673490,0.36
673548,0.427
673962,0.449
675656,0.347
675961,0.295
676059,0.378
676116,0.457
676356,0.362
676369,0.489
676391,0.403
676475,0.312
676480,0.341
676609,0.316
676694,0.358
676701,0.322
676724,0.379
676801,0.449
676914,0.579
676946,0.353
677008,0.439
677347,0.153
677551,0.374
677587,0.36
677592,0.26
677594,0.436
677595,0.368
677649,0.43
677800,0.483
677941,0.184
677950,0.328
677951,0.393
678009,0.357
678225,0.318
678246,0.302
678545,0.318
678554,0.346
678662,0.389
678882,0.394
678894,0.39
679032,0.435
679529,0.391
679631,0.286
679845,0.395
679881,0.363
680118,0.405
680574,0.49
680700,0.362
680757,0.306
680776,0.447
680777,0.473
680779,0.343
680869,0.461
680911,0.337
680977,0.359
681082,0.354
681146,0.211
681297,0.173
681351,0.413
681481,0.435
681546,0.456
681584,0.296
681807,0.392
681987,0.11
682073,0.21
682515,0.339
682617,0.41
682622,0.423
682626,0.377
682641,0.297
682829,0.429
682848,0.315
682928,0.349
682985,0.444
682998,0.423
683002,0.431
683011,0.357
683021,0.32
683146,0.329
683734,0.375
683737,0.303
685133,0.382
686217,0.311
686452,0.387
686469,0.331
686527,0.319
686531,0.382
686668,0.366
686676,0.131
686681,0.332
686759,0.257
686823,0.307
686894,0.346
687093,0.333
687263,0.342
687401,0.262
687462,0.395
687799,0.443
687952,0.458
689172,0.279
691016,0.258
691023,0.404
691026,0.217
691176,0.518
691406,0.329
691783,0.177
693049,0.316
693304,0.333
694384,0.319
694497,0.628
696100,0.354
696285,0.318
807799,0.366